"INCIDENT_ID","MULTIPLE_OFFENSE"
"CR_144262","X1"
"CR_184830","X1"
"CR_52040","X1"
"CR_189771","X1"
"CR_141097","X1"
"CR_5650","X1"
"CR_29240","X1"
"CR_89829","X1"
"CR_160024","X1"
"CR_120283","X1"
"CR_82285","X1"
"CR_62370","X0"
"CR_186692","X1"
"CR_82812","X1"
"CR_76570","X1"
"CR_26778","X1"
"CR_148281","X1"
"CR_86732","X1"
"CR_137880","X1"
"CR_15404","X1"
"CR_91811","X1"
"CR_172475","X1"
"CR_160655","X1"
"CR_186073","X1"
"CR_43540","X1"
"CR_94720","X1"
"CR_73657","X1"
"CR_12172","X1"
"CR_131745","X1"
"CR_55163","X1"
"CR_55544","X1"
"CR_5827","X1"
"CR_131494","X1"
"CR_107695","X1"
"CR_115840","X1"
"CR_18729","X1"
"CR_63639","X1"
"CR_192657","X1"
"CR_18953","X1"
"CR_190477","X1"
"CR_142794","X1"
"CR_178352","X0"
"CR_35411","X1"
"CR_121663","X1"
"CR_164048","X1"
"CR_190252","X1"
"CR_3882","X1"
"CR_44324","X1"
"CR_43297","X1"
"CR_149783","X1"
"CR_198393","X1"
"CR_111495","X1"
"CR_192007","X1"
"CR_132300","X1"
"CR_15144","X1"
"CR_4787","X1"
"CR_79810","X1"
"CR_99673","X1"
"CR_106979","X1"
"CR_193960","X1"
"CR_53741","X1"
"CR_160381","X1"
"CR_126820","X1"
"CR_158611","X1"
"CR_130435","X1"
"CR_198025","X1"
"CR_71396","X1"
"CR_98685","X1"
"CR_135130","X1"
"CR_147808","X1"
"CR_184466","X1"
"CR_54284","X1"
"CR_161299","X1"
"CR_19375","X1"
"CR_129481","X1"
"CR_26826","X1"
"CR_14256","X1"
"CR_182215","X1"
"CR_93162","X1"
"CR_163586","X1"
"CR_27384","X1"
"CR_30267","X1"
"CR_131705","X1"
"CR_162854","X1"
"CR_70869","X1"
"CR_148865","X1"
"CR_53661","X1"
"CR_28818","X1"
"CR_17560","X1"
"CR_147219","X1"
"CR_31191","X1"
"CR_68220","X1"
"CR_197467","X1"
"CR_105976","X1"
"CR_102361","X0"
"CR_25966","X1"
"CR_133705","X1"
"CR_171106","X1"
"CR_132399","X1"
"CR_78770","X1"
"CR_153071","X1"
"CR_124845","X1"
"CR_76474","X0"
"CR_19700","X1"
"CR_100045","X1"
"CR_100137","X1"
"CR_177099","X0"
"CR_114623","X1"
"CR_143484","X1"
"CR_111985","X1"
"CR_184760","X1"
"CR_34202","X1"
"CR_152309","X1"
"CR_30117","X1"
"CR_66813","X1"
"CR_158510","X0"
"CR_95144","X1"
"CR_181646","X1"
"CR_14812","X1"
"CR_6851","X1"
"CR_179337","X1"
"CR_47899","X1"
"CR_60755","X1"
"CR_10524","X1"
"CR_74982","X1"
"CR_147486","X1"
"CR_190224","X1"
"CR_40644","X1"
"CR_123049","X1"
"CR_109982","X0"
"CR_63996","X1"
"CR_31140","X1"
"CR_55981","X1"
"CR_56129","X1"
"CR_56041","X0"
"CR_92641","X1"
"CR_144325","X1"
"CR_40199","X1"
"CR_181693","X0"
"CR_96035","X1"
"CR_78217","X1"
"CR_122170","X0"
"CR_169095","X1"
"CR_22153","X1"
"CR_51724","X1"
"CR_49930","X1"
"CR_46906","X1"
"CR_38577","X1"
"CR_55782","X1"
"CR_185813","X1"
"CR_123662","X1"
"CR_11239","X1"
"CR_126736","X1"
"CR_61616","X1"
"CR_89880","X1"
"CR_25375","X1"
"CR_143753","X1"
"CR_67215","X1"
"CR_72829","X1"
"CR_153112","X1"
"CR_168295","X1"
"CR_100438","X1"
"CR_53329","X1"
"CR_88813","X1"
"CR_33905","X1"
"CR_5464","X1"
"CR_177861","X1"
"CR_140796","X1"
"CR_93907","X1"
"CR_43564","X0"
"CR_72622","X1"
"CR_57545","X1"
"CR_69002","X1"
"CR_44057","X1"
"CR_103478","X1"
"CR_118668","X1"
"CR_18548","X1"
"CR_60939","X1"
"CR_174300","X1"
"CR_195194","X1"
"CR_184532","X1"
"CR_62407","X1"
"CR_120160","X1"
"CR_96370","X0"
"CR_175346","X1"
"CR_18003","X1"
"CR_88250","X1"
"CR_19515","X1"
"CR_198726","X1"
"CR_105659","X1"
"CR_109727","X1"
"CR_161685","X1"
"CR_28999","X1"
"CR_154648","X1"
"CR_118257","X1"
"CR_181609","X0"
"CR_75903","X1"
"CR_197944","X1"
"CR_194792","X1"
"CR_81884","X1"
"CR_1829","X1"
"CR_193415","X1"
"CR_36642","X1"
"CR_26468","X1"
"CR_109149","X1"
"CR_64084","X1"
"CR_56256","X1"
"CR_115024","X1"
"CR_5459","X1"
"CR_48234","X1"
"CR_44828","X1"
"CR_124332","X1"
"CR_107084","X1"
"CR_196082","X0"
"CR_36807","X1"
"CR_195952","X1"
"CR_162824","X1"
"CR_33761","X1"
"CR_7928","X1"
"CR_68215","X1"
"CR_45602","X1"
"CR_122794","X1"
"CR_176728","X1"
"CR_78773","X1"
"CR_75034","X1"
"CR_163588","X1"
"CR_29251","X1"
"CR_3312","X1"
"CR_173945","X0"
"CR_184675","X1"
"CR_117130","X1"
"CR_139556","X1"
"CR_127059","X1"
"CR_120705","X1"
"CR_117925","X1"
"CR_16359","X1"
"CR_111347","X1"
"CR_19294","X1"
"CR_150830","X1"
"CR_129065","X1"
"CR_98247","X1"
"CR_133357","X1"
"CR_64255","X1"
"CR_52096","X1"
"CR_146831","X1"
"CR_182509","X1"
"CR_113019","X1"
"CR_177790","X1"
"CR_990","X1"
"CR_61627","X1"
"CR_182485","X1"
"CR_152122","X1"
"CR_108746","X1"
"CR_50833","X1"
"CR_166554","X1"
"CR_166618","X1"
"CR_148700","X1"
"CR_169013","X1"
"CR_33313","X1"
"CR_167653","X1"
"CR_112525","X1"
"CR_153445","X1"
"CR_84690","X0"
"CR_22680","X1"
"CR_129727","X1"
"CR_121","X1"
"CR_86630","X1"
"CR_97416","X1"
"CR_127713","X1"
"CR_143137","X1"
"CR_167973","X1"
"CR_117150","X1"
"CR_115240","X1"
"CR_89299","X1"
"CR_175944","X1"
"CR_72684","X1"
"CR_120853","X1"
"CR_15873","X1"
"CR_155990","X1"
"CR_51712","X1"
"CR_22093","X1"
"CR_43242","X1"
"CR_57708","X1"
"CR_64231","X1"
"CR_171492","X1"
"CR_26811","X1"
"CR_181510","X1"
"CR_135449","X1"
"CR_138300","X1"
"CR_116182","X1"
"CR_15085","X1"
"CR_146579","X1"
"CR_71658","X0"
"CR_152224","X1"
"CR_102603","X1"
"CR_89223","X1"
"CR_183966","X1"
"CR_3432","X1"
"CR_131977","X1"
"CR_90075","X1"
"CR_161487","X1"
"CR_131862","X1"
"CR_44188","X1"
"CR_164668","X1"
"CR_181686","X0"
"CR_49726","X1"
"CR_29391","X1"
"CR_84233","X1"
"CR_93854","X1"
"CR_32267","X1"
"CR_93477","X1"
"CR_96993","X1"
"CR_95500","X1"
"CR_196032","X1"
"CR_193893","X1"
"CR_162807","X1"
"CR_198331","X1"
"CR_133963","X1"
"CR_173004","X1"
"CR_179825","X0"
"CR_59740","X1"
"CR_160025","X1"
"CR_32548","X1"
"CR_171386","X1"
"CR_103154","X1"
"CR_173099","X1"
"CR_114131","X1"
"CR_58406","X1"
"CR_165016","X1"
"CR_19502","X1"
"CR_53343","X1"
"CR_86223","X1"
"CR_55439","X1"
"CR_59603","X1"
"CR_114720","X1"
"CR_164390","X1"
"CR_142833","X1"
"CR_37115","X1"
"CR_107123","X1"
"CR_24227","X1"
"CR_93211","X1"
"CR_23094","X1"
"CR_145148","X1"
"CR_125281","X1"
"CR_88590","X1"
"CR_10869","X1"
"CR_156003","X1"
"CR_78998","X1"
"CR_118827","X1"
"CR_165993","X1"
"CR_65460","X1"
"CR_169449","X1"
"CR_108323","X1"
"CR_42993","X1"
"CR_54018","X1"
"CR_179023","X1"
"CR_44267","X1"
"CR_1875","X1"
"CR_79019","X1"
"CR_73669","X1"
"CR_67769","X1"
"CR_117802","X1"
"CR_51119","X1"
"CR_32729","X1"
"CR_168537","X1"
"CR_3280","X1"
"CR_48423","X1"
"CR_7401","X1"
"CR_126559","X1"
"CR_129227","X1"
"CR_42212","X1"
"CR_76459","X1"
"CR_121461","X1"
"CR_64831","X1"
"CR_182417","X1"
"CR_15590","X1"
"CR_60339","X1"
"CR_96402","X1"
"CR_148455","X1"
"CR_180114","X1"
"CR_136471","X1"
"CR_106784","X1"
"CR_30431","X1"
"CR_97433","X1"
"CR_140825","X1"
"CR_20432","X1"
"CR_107336","X1"
"CR_162","X1"
"CR_163879","X1"
"CR_16095","X1"
"CR_488","X1"
"CR_196148","X0"
"CR_136637","X1"
"CR_187278","X1"
"CR_101080","X1"
"CR_56127","X0"
"CR_168985","X1"
"CR_125483","X0"
"CR_146021","X1"
"CR_66617","X1"
"CR_78716","X1"
"CR_11224","X1"
"CR_62644","X1"
"CR_45188","X1"
"CR_63213","X1"
"CR_105732","X1"
"CR_43248","X1"
"CR_75324","X1"
"CR_51195","X1"
"CR_118155","X1"
"CR_147483","X1"
"CR_28285","X1"
"CR_13159","X1"
"CR_42259","X1"
"CR_92398","X1"
"CR_25524","X1"
"CR_167012","X1"
"CR_122944","X1"
"CR_123017","X1"
"CR_190714","X1"
"CR_40661","X1"
"CR_56044","X1"
"CR_82807","X1"
"CR_7712","X1"
"CR_122606","X1"
"CR_128620","X1"
"CR_47980","X1"
"CR_177952","X1"
"CR_180815","X1"
"CR_84511","X1"
"CR_171205","X1"
"CR_93492","X1"
"CR_158656","X0"
"CR_31800","X1"
"CR_58602","X1"
"CR_49569","X1"
"CR_19640","X1"
"CR_44528","X1"
"CR_18826","X1"
"CR_52247","X1"
"CR_164715","X1"
"CR_175983","X1"
"CR_72780","X1"
"CR_167020","X1"
"CR_30319","X1"
"CR_40706","X1"
"CR_175891","X1"
"CR_73012","X1"
"CR_111888","X1"
"CR_23872","X1"
"CR_115817","X1"
"CR_115110","X1"
"CR_5552","X1"
"CR_17607","X1"
"CR_130508","X1"
"CR_37706","X1"
"CR_55739","X1"
"CR_97797","X1"
"CR_117537","X1"
"CR_174523","X1"
"CR_99143","X1"
"CR_191758","X1"
"CR_19588","X1"
"CR_63740","X1"
"CR_124212","X1"
"CR_123065","X1"
"CR_9917","X1"
"CR_29651","X1"
"CR_12378","X1"
"CR_56014","X1"
"CR_6187","X1"
"CR_91135","X1"
"CR_2308","X1"
"CR_57654","X1"
"CR_149652","X1"
"CR_196959","X1"
"CR_52815","X1"
"CR_43794","X1"
"CR_57951","X1"
"CR_99616","X1"
"CR_98246","X1"
"CR_84042","X1"
"CR_59849","X1"
"CR_178695","X1"
"CR_182142","X1"
"CR_126445","X1"
"CR_63367","X1"
"CR_44727","X1"
"CR_58771","X1"
"CR_178591","X1"
"CR_122407","X1"
"CR_39137","X1"
"CR_160895","X1"
"CR_32574","X1"
"CR_28707","X1"
"CR_72744","X1"
"CR_72373","X1"
"CR_47702","X1"
"CR_49273","X1"
"CR_154281","X1"
"CR_85029","X1"
"CR_129762","X1"
"CR_183625","X1"
"CR_89003","X1"
"CR_60625","X1"
"CR_30628","X1"
"CR_88288","X1"
"CR_108489","X1"
"CR_61667","X1"
"CR_13872","X1"
"CR_123404","X1"
"CR_12833","X1"
"CR_173819","X1"
"CR_68940","X1"
"CR_192708","X1"
"CR_47211","X1"
"CR_943","X0"
"CR_150087","X1"
"CR_165011","X1"
"CR_122671","X1"
"CR_169525","X1"
"CR_144247","X1"
"CR_178747","X1"
"CR_178408","X0"
"CR_153586","X1"
"CR_147651","X1"
"CR_154739","X1"
"CR_90354","X1"
"CR_17251","X1"
"CR_167698","X1"
"CR_149190","X1"
"CR_124102","X1"
"CR_52330","X1"
"CR_61778","X1"
"CR_74258","X1"
"CR_97229","X1"
"CR_112640","X1"
"CR_65702","X1"
"CR_97293","X1"
"CR_132097","X1"
"CR_9390","X1"
"CR_137806","X1"
"CR_139661","X1"
"CR_91180","X1"
"CR_27334","X1"
"CR_4646","X1"
"CR_109905","X1"
"CR_174123","X1"
"CR_27076","X1"
"CR_136341","X1"
"CR_138354","X1"
"CR_90631","X1"
"CR_152359","X1"
"CR_41496","X1"
"CR_131818","X1"
"CR_51246","X1"
"CR_54671","X1"
"CR_79167","X1"
"CR_11390","X1"
"CR_35422","X1"
"CR_37458","X1"
"CR_58941","X1"
"CR_25173","X1"
"CR_131507","X1"
"CR_6855","X1"
"CR_143631","X1"
"CR_108440","X1"
"CR_83732","X1"
"CR_150604","X1"
"CR_142232","X1"
"CR_99842","X1"
"CR_17770","X0"
"CR_169104","X1"
"CR_5445","X1"
"CR_16614","X1"
"CR_179597","X1"
"CR_153767","X1"
"CR_103324","X1"
"CR_60815","X1"
"CR_35615","X1"
"CR_145747","X1"
"CR_151200","X1"
"CR_17952","X1"
"CR_9193","X1"
"CR_55754","X1"
"CR_46604","X1"
"CR_20774","X1"
"CR_58366","X1"
"CR_51942","X1"
"CR_153063","X1"
"CR_74815","X1"
"CR_95626","X1"
"CR_60268","X1"
"CR_84574","X0"
"CR_124358","X1"
"CR_142890","X1"
"CR_73916","X1"
"CR_183348","X1"
"CR_44803","X1"
"CR_3964","X1"
"CR_33000","X1"
"CR_54443","X0"
"CR_64367","X1"
"CR_60851","X1"
"CR_778","X1"
"CR_10159","X1"
"CR_105448","X1"
"CR_147856","X1"
"CR_175218","X1"
"CR_35141","X1"
"CR_68066","X1"
"CR_61678","X1"
"CR_112184","X1"
"CR_153397","X1"
"CR_32076","X1"
"CR_130895","X1"
"CR_71030","X1"
"CR_86822","X1"
"CR_194342","X1"
"CR_171756","X1"
"CR_147126","X1"
"CR_145055","X1"
"CR_74912","X1"
"CR_158726","X0"
"CR_40722","X1"
"CR_181463","X0"
"CR_183440","X1"
"CR_125725","X1"
"CR_36216","X1"
"CR_159551","X1"
"CR_35187","X0"
"CR_1923","X1"
"CR_59639","X1"
"CR_114536","X1"
"CR_11418","X1"
"CR_23070","X1"
"CR_73876","X1"
"CR_102462","X1"
"CR_65314","X1"
"CR_3071","X1"
"CR_90410","X1"
"CR_148754","X1"
"CR_152422","X1"
"CR_74186","X1"
"CR_162484","X0"
"CR_160386","X1"
"CR_43278","X1"
"CR_35509","X1"
"CR_43087","X1"
"CR_46749","X1"
"CR_56559","X1"
"CR_134490","X1"
"CR_104091","X1"
"CR_167048","X1"
"CR_127134","X1"
"CR_166373","X1"
"CR_174038","X1"
"CR_134031","X1"
"CR_60414","X1"
"CR_38757","X1"
"CR_162213","X1"
"CR_38470","X1"
"CR_193447","X1"
"CR_74339","X1"
"CR_138096","X1"
"CR_131225","X1"
"CR_5525","X1"
"CR_140425","X1"
"CR_140157","X1"
"CR_96936","X1"
"CR_64592","X1"
"CR_120668","X1"
"CR_184990","X1"
"CR_127169","X1"
"CR_156377","X1"
"CR_89728","X1"
"CR_50053","X0"
"CR_163203","X1"
"CR_54192","X1"
"CR_195698","X1"
"CR_189174","X1"
"CR_191490","X1"
"CR_171575","X1"
"CR_11505","X1"
"CR_137490","X1"
"CR_83262","X1"
"CR_67135","X1"
"CR_143693","X1"
"CR_81807","X1"
"CR_1024","X1"
"CR_65100","X1"
"CR_167874","X0"
"CR_183110","X1"
"CR_126150","X1"
"CR_128495","X1"
"CR_119310","X1"
"CR_54221","X1"
"CR_197960","X1"
"CR_106959","X1"
"CR_107580","X1"
"CR_74315","X1"
"CR_155620","X1"
"CR_117025","X1"
"CR_50906","X1"
"CR_115983","X1"
"CR_40287","X1"
"CR_54344","X1"
"CR_28433","X1"
"CR_138185","X1"
"CR_139034","X1"
"CR_13588","X1"
"CR_158184","X1"
"CR_85165","X1"
"CR_96629","X1"
"CR_128989","X1"
"CR_38486","X1"
"CR_150852","X1"
"CR_25658","X1"
"CR_6294","X1"
"CR_92488","X1"
"CR_47555","X1"
"CR_128111","X1"
"CR_57447","X1"
"CR_39037","X1"
"CR_24061","X0"
"CR_151877","X1"
"CR_34479","X1"
"CR_45507","X1"
"CR_93346","X1"
"CR_183557","X1"
"CR_164630","X1"
"CR_111524","X1"
"CR_21973","X1"
"CR_63504","X1"
"CR_127127","X1"
"CR_189355","X1"
"CR_155153","X1"
"CR_60848","X1"
"CR_74130","X1"
"CR_55069","X1"
"CR_102881","X1"
"CR_135999","X1"
"CR_114260","X1"
"CR_146048","X0"
"CR_40996","X1"
"CR_50229","X1"
"CR_153262","X1"
"CR_33859","X1"
"CR_167511","X1"
"CR_63429","X1"
"CR_198091","X1"
"CR_16186","X1"
"CR_25512","X1"
"CR_92495","X1"
"CR_168858","X1"
"CR_134774","X1"
"CR_61022","X1"
"CR_151758","X0"
"CR_24311","X1"
"CR_150665","X1"
"CR_84022","X0"
"CR_90615","X1"
"CR_35161","X1"
"CR_48776","X1"
"CR_31483","X1"
"CR_184880","X1"
"CR_153423","X1"
"CR_118204","X1"
"CR_91833","X1"
"CR_62850","X0"
"CR_90604","X1"
"CR_85681","X1"
"CR_110470","X0"
"CR_149874","X1"
"CR_99863","X1"
"CR_115355","X1"
"CR_135503","X1"
"CR_171037","X1"
"CR_197485","X1"
"CR_45635","X1"
"CR_84712","X1"
"CR_2498","X1"
"CR_30422","X1"
"CR_130442","X1"
"CR_133473","X1"
"CR_54645","X1"
"CR_55184","X1"
"CR_72571","X0"
"CR_177836","X1"
"CR_29459","X1"
"CR_198001","X1"
"CR_130976","X1"
"CR_117707","X1"
"CR_61482","X1"
"CR_131637","X1"
"CR_126623","X1"
"CR_47343","X1"
"CR_49644","X1"
"CR_196446","X1"
"CR_113122","X1"
"CR_65490","X1"
"CR_129205","X1"
"CR_174181","X1"
"CR_148419","X1"
"CR_66604","X1"
"CR_756","X1"
"CR_13167","X1"
"CR_149453","X1"
"CR_147491","X1"
"CR_187606","X1"
"CR_124606","X1"
"CR_99788","X1"
"CR_92476","X1"
"CR_148266","X1"
"CR_126965","X1"
"CR_109557","X1"
"CR_136342","X1"
"CR_44890","X1"
"CR_192140","X1"
"CR_113320","X1"
"CR_126824","X1"
"CR_62444","X1"
"CR_83216","X1"
"CR_112672","X1"
"CR_122539","X1"
"CR_20792","X1"
"CR_198374","X1"
"CR_97734","X1"
"CR_32091","X1"
"CR_125139","X1"
"CR_15273","X1"
"CR_176556","X1"
"CR_143797","X1"
"CR_81842","X1"
"CR_123480","X1"
"CR_163769","X1"
"CR_116382","X1"
"CR_146470","X1"
"CR_73452","X1"
"CR_111466","X1"
"CR_145807","X1"
"CR_12773","X1"
"CR_195473","X0"
"CR_22988","X1"
"CR_136321","X1"
"CR_110386","X1"
"CR_160049","X1"
"CR_91421","X1"
"CR_54114","X1"
"CR_142331","X1"
"CR_155772","X1"
"CR_151252","X1"
"CR_117106","X1"
"CR_145217","X1"
"CR_145280","X1"
"CR_193677","X1"
"CR_37144","X1"
"CR_28695","X1"
"CR_102516","X1"
"CR_52128","X1"
"CR_190618","X1"
"CR_70669","X1"
"CR_88286","X1"
"CR_81120","X1"
"CR_72878","X1"
"CR_1602","X1"
"CR_92529","X1"
"CR_74807","X1"
"CR_75698","X1"
"CR_151020","X1"
"CR_101648","X1"
"CR_60766","X1"
"CR_71790","X1"
"CR_154244","X1"
"CR_153130","X1"
"CR_126881","X0"
"CR_172801","X1"
"CR_129031","X1"
"CR_125552","X1"
"CR_148591","X1"
"CR_31524","X0"
"CR_49969","X1"
"CR_138328","X1"
"CR_97300","X1"
"CR_29961","X1"
"CR_53635","X1"
"CR_93783","X1"
"CR_109592","X1"
"CR_23247","X1"
"CR_154788","X1"
"CR_79514","X1"
"CR_135044","X1"
"CR_76222","X1"
"CR_148970","X1"
"CR_190545","X1"
"CR_129496","X1"
"CR_152189","X1"
"CR_70471","X1"
"CR_116307","X1"
"CR_119977","X1"
"CR_80421","X1"
"CR_158964","X1"
"CR_71836","X1"
"CR_32130","X1"
"CR_100221","X1"
"CR_181193","X1"
"CR_23213","X1"
"CR_37844","X1"
"CR_81435","X1"
"CR_180064","X1"
"CR_180123","X1"
"CR_104555","X1"
"CR_39382","X1"
"CR_179224","X1"
"CR_143070","X1"
"CR_465","X1"
"CR_7468","X1"
"CR_13897","X1"
"CR_76259","X1"
"CR_113154","X1"
"CR_73555","X1"
"CR_176725","X1"
"CR_29392","X1"
"CR_116678","X1"
"CR_10614","X1"
"CR_44315","X1"
"CR_178434","X1"
"CR_115664","X1"
"CR_81642","X1"
"CR_193738","X1"
"CR_112420","X1"
"CR_5103","X1"
"CR_35870","X1"
"CR_38307","X1"
"CR_146015","X1"
"CR_177297","X1"
"CR_69852","X1"
"CR_178540","X1"
"CR_31039","X1"
"CR_174290","X1"
"CR_142763","X1"
"CR_18532","X1"
"CR_63362","X1"
"CR_46266","X1"
"CR_30217","X1"
"CR_59122","X1"
"CR_39879","X1"
"CR_9904","X1"
"CR_174616","X1"
"CR_156504","X1"
"CR_119898","X0"
"CR_99832","X1"
"CR_24930","X1"
"CR_185436","X1"
"CR_82735","X1"
"CR_175881","X1"
"CR_197588","X1"
"CR_168492","X1"
"CR_121634","X1"
"CR_164697","X1"
"CR_93986","X1"
"CR_61672","X1"
"CR_170580","X1"
"CR_11451","X1"
"CR_187906","X1"
"CR_173138","X1"
"CR_115422","X1"
"CR_101633","X1"
"CR_83311","X1"
"CR_52868","X1"
"CR_81085","X1"
"CR_1252","X1"
"CR_100826","X1"
"CR_161075","X1"
"CR_169080","X1"
"CR_8297","X1"
"CR_156172","X1"
"CR_162692","X1"
"CR_50856","X1"
"CR_101073","X1"
"CR_84029","X1"
"CR_137560","X0"
"CR_11248","X1"
"CR_95908","X1"
"CR_104286","X0"
"CR_28015","X1"
"CR_103545","X1"
"CR_18894","X1"
"CR_99298","X0"
"CR_129754","X1"
"CR_6916","X1"
"CR_182404","X1"
"CR_44302","X1"
"CR_34192","X1"
"CR_138499","X1"
"CR_118053","X1"
"CR_132218","X1"
"CR_62650","X1"
"CR_139618","X1"
"CR_119228","X1"
"CR_73626","X1"
"CR_111779","X1"
"CR_107603","X1"
"CR_93179","X1"
"CR_126876","X1"
"CR_72033","X1"
"CR_710","X1"
"CR_69040","X1"
"CR_112391","X1"
"CR_98475","X1"
"CR_75901","X1"
"CR_23531","X1"
"CR_127143","X1"
"CR_148693","X1"
"CR_181922","X1"
"CR_75303","X1"
"CR_131279","X1"
"CR_48716","X1"
"CR_86535","X1"
"CR_83490","X0"
"CR_171847","X1"
"CR_86875","X1"
"CR_160235","X1"
"CR_59155","X1"
"CR_135622","X1"
"CR_144398","X1"
"CR_165531","X1"
"CR_15750","X1"
"CR_186876","X1"
"CR_132853","X1"
"CR_9857","X1"
"CR_191384","X1"
"CR_6178","X1"
"CR_183102","X1"
"CR_79634","X1"
"CR_171878","X1"
"CR_2930","X1"
"CR_37573","X1"
"CR_119410","X1"
"CR_77289","X1"
"CR_165850","X1"
"CR_30329","X1"
"CR_66034","X1"
"CR_133438","X1"
"CR_58211","X1"
"CR_149064","X1"
"CR_78818","X1"
"CR_52864","X1"
"CR_8928","X1"
"CR_37381","X1"
"CR_78415","X1"
"CR_108935","X1"
"CR_73399","X1"
"CR_129079","X1"
"CR_189299","X1"
"CR_185869","X1"
"CR_197790","X1"
"CR_116681","X1"
"CR_13517","X1"
"CR_145140","X1"
"CR_142499","X1"
"CR_197175","X1"
"CR_23126","X0"
"CR_147958","X1"
"CR_342","X1"
"CR_114511","X1"
"CR_82885","X1"
"CR_132936","X1"
"CR_85453","X1"
"CR_24680","X1"
"CR_84417","X1"
"CR_121488","X1"
"CR_52557","X1"
"CR_114718","X1"
"CR_64193","X1"
"CR_70701","X1"
"CR_169483","X1"
"CR_33699","X1"
"CR_90521","X1"
"CR_81108","X1"
"CR_60098","X1"
"CR_19336","X1"
"CR_133264","X1"
"CR_26226","X1"
"CR_46392","X1"
"CR_177827","X1"
"CR_139332","X1"
"CR_75121","X1"
"CR_127951","X1"
"CR_9814","X1"
"CR_149188","X1"
"CR_88058","X1"
"CR_119072","X1"
"CR_127740","X1"
"CR_12934","X1"
"CR_162273","X1"
"CR_151029","X1"
"CR_46706","X1"
"CR_75493","X1"
"CR_86479","X1"
"CR_170139","X1"
"CR_134400","X1"
"CR_184728","X1"
"CR_134513","X1"
"CR_117797","X1"
"CR_83434","X1"
"CR_147273","X1"
"CR_29101","X1"
"CR_27971","X1"
"CR_13616","X1"
"CR_197937","X1"
"CR_60554","X1"
"CR_113631","X1"
"CR_73885","X1"
"CR_40554","X0"
"CR_52516","X1"
"CR_118745","X1"
"CR_150994","X1"
"CR_186345","X1"
"CR_197340","X1"
"CR_113839","X1"
"CR_182476","X1"
"CR_74377","X1"
"CR_125104","X1"
"CR_58720","X1"
"CR_117209","X1"
"CR_143879","X1"
"CR_89712","X1"
"CR_141290","X1"
"CR_148713","X1"
"CR_89365","X1"
"CR_185493","X1"
"CR_18489","X1"
"CR_78196","X1"
"CR_190434","X1"
"CR_192428","X1"
"CR_35558","X1"
"CR_119582","X0"
"CR_29936","X1"
"CR_64576","X1"
"CR_23694","X1"
"CR_92561","X1"
"CR_195252","X1"
"CR_76151","X1"
"CR_33076","X1"
"CR_18951","X1"
"CR_169144","X1"
"CR_169340","X0"
"CR_96106","X1"
"CR_183310","X1"
"CR_24604","X1"
"CR_34749","X1"
"CR_86043","X1"
"CR_66612","X1"
"CR_151515","X1"
"CR_71620","X1"
"CR_148973","X1"
"CR_113550","X1"
"CR_3601","X1"
"CR_587","X1"
"CR_171201","X1"
"CR_184398","X1"
"CR_187094","X1"
"CR_153453","X1"
"CR_139204","X1"
"CR_103091","X1"
"CR_30308","X1"
"CR_67096","X1"
"CR_184543","X1"
"CR_27417","X1"
"CR_190151","X1"
"CR_155148","X1"
"CR_31142","X1"
"CR_100416","X1"
"CR_107390","X1"
"CR_116757","X1"
"CR_20796","X1"
"CR_72290","X1"
"CR_149961","X1"
"CR_150201","X1"
"CR_138166","X1"
"CR_194458","X0"
"CR_150686","X1"
"CR_155357","X1"
"CR_87370","X1"
"CR_103421","X1"
"CR_92996","X1"
"CR_142058","X1"
"CR_120168","X1"
"CR_4215","X1"
"CR_135885","X1"
"CR_54236","X1"
"CR_7046","X1"
"CR_190826","X1"
"CR_100813","X1"
"CR_71675","X1"
"CR_186855","X1"
"CR_94299","X1"
"CR_175968","X1"
"CR_170699","X1"
"CR_32712","X1"
"CR_25637","X1"
"CR_132371","X1"
"CR_26324","X0"
"CR_115501","X1"
"CR_105768","X1"
"CR_51754","X1"
"CR_138477","X1"
"CR_122444","X1"
"CR_51507","X1"
"CR_66454","X1"
"CR_104711","X1"
"CR_111557","X1"
"CR_135145","X1"
"CR_107989","X1"
"CR_161206","X1"
"CR_171863","X1"
"CR_96557","X1"
"CR_63337","X1"
"CR_167029","X1"
"CR_109845","X1"
"CR_110069","X1"
"CR_14287","X1"
"CR_44786","X1"
"CR_53321","X1"
"CR_29266","X1"
"CR_197970","X1"
"CR_165479","X1"
"CR_30196","X1"
"CR_32048","X1"
"CR_72254","X1"
"CR_123018","X1"
"CR_126287","X1"
"CR_176280","X1"
"CR_55297","X1"
"CR_113573","X1"
"CR_186553","X1"
"CR_107926","X1"
"CR_94816","X1"
"CR_143390","X1"
"CR_34974","X1"
"CR_158364","X1"
"CR_186356","X1"
"CR_84579","X1"
"CR_197920","X1"
"CR_102616","X1"
"CR_159554","X1"
"CR_84083","X1"
"CR_155393","X1"
"CR_99904","X1"
"CR_130167","X1"
"CR_90267","X1"
"CR_164684","X1"
"CR_49346","X1"
"CR_186694","X1"
"CR_135345","X0"
"CR_126321","X1"
"CR_15401","X1"
"CR_195835","X1"
"CR_9541","X1"
"CR_24921","X1"
"CR_198169","X1"
"CR_198425","X1"
"CR_127883","X1"
"CR_196190","X1"
"CR_92688","X1"
"CR_96967","X1"
"CR_44139","X1"
"CR_194628","X1"
"CR_64525","X1"
"CR_71777","X1"
